Pos 0.5
Neg 0.5
Fake 0.5
True 0.5
 0.0172235941359,0.00605747558227,0.0169265383005,0.00445556808493
secondly 3.12587915351e-05,0.000117392937641,5.23231477606e-05,0.000110014026788
yellow 3.12587915351e-05,0.000187828700225,5.23231477606e-05,0.00019252454688
four 0.000625175830702,0.000610443275733,0.000784847216409,0.000440056107154
asian 0.00012503516614,2.34785875282e-05,7.84847216409e-05,5.50070133942e-05
hanging 3.12587915351e-05,0.000164350112697,0.000130807869401,8.25105200913e-05
6pm 3.12587915351e-05,7.04357625845e-05,7.84847216409e-05,2.75035066971e-05
someplace 3.12587915351e-05,0.000117392937641,0.000104646295521,5.50070133942e-05
pardon 6.25175830702e-05,4.69571750563e-05,2.61615738803e-05,8.25105200913e-05
remodeled 0.000187552749211,4.69571750563e-05,7.84847216409e-05,0.000137517533486
contained 6.25175830702e-05,4.69571750563e-05,5.23231477606e-05,5.50070133942e-05
reclean 3.12587915351e-05,9.39143501127e-05,7.84847216409e-05,5.50070133942e-05
sorry 6.25175830702e-05,0.000187828700225,0.000104646295521,0.000165021040183
updated 0.000187552749211,0.000117392937641,0.000235454164923,5.50070133942e-05
foul 3.12587915351e-05,7.04357625845e-05,2.61615738803e-05,8.25105200913e-05
bringing 0.000156293957676,7.04357625845e-05,7.84847216409e-05,0.000137517533486
vast 9.37763746054e-05,2.34785875282e-05,2.61615738803e-05,8.25105200913e-05
disturb 6.25175830702e-05,0.000187828700225,0.000156969443282,0.000110014026788
basics 3.12587915351e-05,9.39143501127e-05,0.000104646295521,2.75035066971e-05
facilities 0.000343846706886,7.04357625845e-05,0.000156969443282,0.000220028053577
rex 0.00012503516614,2.34785875282e-05,2.61615738803e-05,0.000110014026788
wellappointed 0.000156293957676,2.34785875282e-05,0.000104646295521,5.50070133942e-05
convenience 0.00012503516614,2.34785875282e-05,2.61615738803e-05,0.000110014026788
force 3.12587915351e-05,7.04357625845e-05,2.61615738803e-05,8.25105200913e-05
tired 0.000312587915351,0.000563486100676,0.000287777312683,0.000632580654033
elegant 0.000906504954518,0.000164350112697,0.000287777312683,0.000687587667428
second 0.000406364289957,0.000845229151014,0.00094181665969,0.000357545587062
sterile 3.12587915351e-05,7.04357625845e-05,7.84847216409e-05,2.75035066971e-05
preferences 3.12587915351e-05,7.04357625845e-05,7.84847216409e-05,2.75035066971e-05
meals 0.000156293957676,0.000117392937641,7.84847216409e-05,0.00019252454688
cooking 3.12587915351e-05,7.04357625845e-05,5.23231477606e-05,5.50070133942e-05
contributed 6.25175830702e-05,4.69571750563e-05,5.23231477606e-05,5.50070133942e-05
lights 0.000187552749211,0.000140871525169,0.000156969443282,0.000165021040183
new 0.000906504954518,0.00110349361382,0.00102030138133,0.00101762974779
poorly 3.12587915351e-05,0.000164350112697,7.84847216409e-05,0.000137517533486
ever 0.00243818573974,0.00133827948911,0.00133424026789,0.00231029456256
join 9.37763746054e-05,2.34785875282e-05,5.23231477606e-05,5.50070133942e-05
men 0.00012503516614,4.69571750563e-05,7.84847216409e-05,8.25105200913e-05
reported 6.25175830702e-05,0.000164350112697,0.000104646295521,0.000137517533486
china 0.00012503516614,2.34785875282e-05,5.23231477606e-05,8.25105200913e-05
dry 9.37763746054e-05,0.000117392937641,7.84847216409e-05,0.000137517533486
kids 0.000750210996843,0.000469571750563,0.000340100460444,0.00085260870761
bedding 0.000375105498421,0.00025826446281,0.000261615738803,0.000357545587062
elaborate 9.37763746054e-05,2.34785875282e-05,2.61615738803e-05,8.25105200913e-05
unfriendly 3.12587915351e-05,0.000305221637866,7.84847216409e-05,0.000302538573668
credit 9.37763746054e-05,0.000821750563486,0.000654039347007,0.000357545587062
military 3.12587915351e-05,7.04357625845e-05,2.61615738803e-05,8.25105200913e-05
